Baseline Data,,,,Pandemic Data,,,,,,Centers > 10,,,,,,High Prevalence States,,,,,,Open the Whole Time,,,,
State,Town/County/City,Age Ranges,Single or Multiple Locations?,Opening Details,Number of Students Served During Pandemic,Number of Staff During Pandemic,COVID-19 Cases in Children,COVID-19 Cases in Staff,,Kids,Staff,Kid COVID,Staff COVID,Count,,Count of Kids,Count of Staff,Kids COVID,Staff COVID,Total Centers,,Kids,Staff,Kid COVID,Staff COVID,Count
Texas,Williamson,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,4,1,0,1,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Ohio,Cuyahoga,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,40,15,0,0,,40,15,0,0,1,,0,0,0,0,0,,4,1,0,1,1
Ohio ,Mahoning,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,60,25,0,0,,60,25,0,0,1,,0,0,0,0,0,,40,15,0,0,1
Texas,,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,16,6,0,0,,16,6,0,0,1,,0,0,0,0,0,,60,25,0,0,1
California,Marin,2 to 4 years,Single,Closed for a portion,20,10,0,1,,20,10,0,1,1,,20,10,0,1,1,,0,0,0,0,0
Wisconsin,Marathon,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,3,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,10,0,1,1
California ,Los Angeles ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,3,1,0,0,1
Maine,,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,8,1,0,0,1
California,San Francisco ,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,3,2,0,0,,0,0,0,0,0,,3,2,0,0,1,,8,1,0,0,1
California,San Diego,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,20,6,0,0,,20,6,0,0,1,,20,6,0,0,1,,0,0,0,0,0
New Hampshire,Strafford,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,30,5,0,0,,30,5,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Idaho,United States,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,25,13,0,0,,25,13,0,0,1,,0,0,0,0,0,,30,5,0,0,1
Wisconsin,Dane,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,50,12,0,0,,50,12,0,0,1,,0,0,0,0,0,,0,0,0,0,0
California,Los Angeles,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Closed for a portion,20,23,0,0,,20,23,0,0,1,,20,23,0,0,1,,0,0,0,0,0
Georgia,Chatham,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,4,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,23,0,0,1
Arizona,,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,25,4,0,0,,25,4,0,0,1,,0,0,0,0,0,,4,1,0,0,1
Georgia,Fayette,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,30,40,0,0,,30,40,0,0,1,,0,0,0,0,0,,25,4,0,0,1
Washington,King,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,3,0,0,0,,0,0,0,0,0,,3,0,0,0,1,,30,40,0,0,1
Florida ,Leon,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,70,15,0,0,,70,15,0,0,1,,0,0,0,0,0,,3,0,0,0,1
New Hampshire ,Rockingham ,"2 to 4 years, 5 to 10 years",Single,Open the whole time,12,7,0,0,,12,7,0,0,1,,0,0,0,0,0,,70,15,0,0,1
Arkansas,Craighead,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,50,10,0,0,,50,10,0,0,1,,0,0,0,0,0,,12,7,0,0,1
Iowa,Linn,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,10,7,0,0,,0,0,0,0,0,,0,0,0,0,0,,50,10,0,0,1
Wisconsin ,Milwaukee,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,30,6,0,0,,30,6,0,0,1,,0,0,0,0,0,,10,7,0,0,1
Iowa,Polk,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,120,20,0,2,,120,20,0,2,1,,0,0,0,0,0,,30,6,0,0,1
Maryland ,Prince George's ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,7,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,120,20,0,2,1
California,Alameda,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Closed for a portion,6,2,0,0,,0,0,0,0,0,,6,2,0,0,1,,0,0,0,0,0
Maryland,Anne Arundel,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,35,14,0,0,,35,14,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Florida ,Miami Dade,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,20,9,0,0,,20,9,0,0,1,,0,0,0,0,0,,0,0,0,0,0
New Jersey ,Camden,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,21,18,0,0,,21,18,0,0,1,,0,0,0,0,0,,20,9,0,0,1
Pennsylvania ,Philadelphia,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,21,18,0,0,1
Washington,Kitsap,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,6,3,0,0,,0,0,0,0,0,,6,3,0,0,1,,8,1,0,0,1
Texas,Collin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,25,14,0,0,,25,14,0,0,1,,0,0,0,0,0,,6,3,0,0,1
California ,Monterey,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,12,0,0,0,,12,0,0,0,1,,0,0,0,0,0,,25,14,0,0,1
Texas,Travis,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,60,40,0,0,,60,40,0,0,1,,0,0,0,0,0,,0,0,0,0,0
Texas,Cameron,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,30,11,0,0,,30,11,0,0,1,,0,0,0,0,0,,60,40,0,0,1
Illinois,DuPage,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,4,8,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,11,0,0,1
New York,Kings,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,6,2,0,0,,0,0,0,0,0,,6,2,0,0,1,,4,8,0,0,1
Pennsylvania ,Philadelphia ,2 to 4 years,Single,Closed for a portion,6,4,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
Wisconsin ,Outagamie ,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,8,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,6,4,0,0,1
Texas,travis,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,115,20,0,0,,115,20,0,0,1,,0,0,0,0,0,,8,1,0,0,1
Pennsylvania,Erie,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years",Single,Closed for a portion,4,1,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
California,San Francisco,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,2,2,0,0,,0,0,0,0,0,,2,2,0,0,1,,4,1,0,0,1
North Carolina ,Union,2 to 4 years,Single,Open the whole time,15,1,0,0,,15,1,0,0,1,,0,0,0,0,0,,2,2,0,0,1
Texas ,Fort Bend ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,20,3,0,0,,20,3,0,0,1,,0,0,0,0,0,,15,1,0,0,1
Virginia,Arlington ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Open the whole time,15,4,0,2,,15,4,0,2,1,,0,0,0,0,0,,20,3,0,0,1
Texas,Floyd,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,15,5,0,0,,15,5,0,0,1,,0,0,0,0,0,,15,4,0,2,1
Georgia ,Ben Hill,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,10,10,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,5,0,0,1
Tennessee,Davidson,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,45,2,0,0,,45,2,0,0,1,,0,0,0,0,0,,0,0,0,0,0
California,San Mateo,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,16,30,0,1,,,,,,,,,,,,,,0,0,0,0,0
Alaska,Psg-Wrg Census area,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Closed for a portion,35,9,0,0,,,,,,,,,,,,,,0,0,0,0,0
New York,Tompkins ,"1 to 2 years, 2 to 4 years",Single,Open the whole time,10,4,0,0,,,,,,,,,,,,,,35,9,0,0,1
California ,Los Angeles,"2 to 4 years, 5 to 10 years",Single,Open the whole time,19,3,0,0,,,,,,,,,,,,,,10,4,0,0,1
Texas,Harris,"2 to 4 years, 5 to 10 years",Single,Open the whole time,5,1,0,0,,,,,,,,,,,,,,19,3,0,0,1
Minnesota,Kanabec,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,5,0,0,0,,,,,,,,,,,,,,5,1,0,0,1
Texas,smith,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,10,2,0,0,,,,,,,,,,,,,,5,0,0,0,1
Oregon ,Lane,"2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,10,2,0,0,,,,,,,,,,,,,,0,0,0,0,0
California,San Francisco,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years",Single,Open the whole time,3,2,0,0,,,,,,,,,,,,,,10,2,0,0,1
California,San Mateo,"2 to 4 years, 5 to 10 years, Over 10",Multiple,Closed for a portion,40,14,0,0,,,,,,,,,,,,,,0,0,0,0,0
Washington,King,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Open the whole time,25,15,0,0,,,,,,,,,,,,,,40,14,0,0,1
Texas,Nueces,"2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,40,10,0,0,,,,,,,,,,,,,,25,15,0,0,1
Texas,Dallas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,35,18,0,0,,,,,,,,,,,,,,40,10,0,0,1
West Virginia ,Putnam,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,30,20,1,1,,,,,,,,,,,,,,35,18,0,0,1
Illinois,Will,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,15,12,0,0,,,,,,,,,,,,,,30,20,1,1,1
Alabama,Jefferson,"5 to 10 years, Over 10",Multiple,Open the whole time,80,30,0,0,,,,,,,,,,,,,,15,12,0,0,1
Wisconsin ,Dane,"2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,20,25,0,0,,,,,,,,,,,,,,80,30,0,0,1
Nebraska ,Douglas ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Closed for a portion,400,80,0,0,,,,,,,,,,,,,,0,0,0,0,0
Washington ,Walla Walla,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,5,1,0,0,,,,,,,,,,,,,,400,80,0,0,1
Nevada,Douglas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,22,11,0,0,,,,,,,,,,,,,,5,1,0,0,1
Georgia,USA,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,10,3,0,0,,,,,,,,,,,,,,22,11,0,0,1
Texas,Henderson ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,60,11,0,0,,,,,,,,,,,,,,10,3,0,0,1
Missori,St. Louis,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,30,14,0,0,,,,,,,,,,,,,,0,0,0,0,0
California,Contra costa,"1 to 2 years, 2 to 4 years",Multiple,Closed for a portion,50,15,0,0,,,,,,,,,,,,,,0,0,0,0,0
Florida,Pinellas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,32,1,0,0,,,,,,,,,,,,,,0,0,0,0,0
Washington,King,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,200,10,9,9,,,,,,,,,,,,,,32,1,0,0,1
Oregon ,Multnomah,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,18,9,0,0,,,,,,,,,,,,,,0,0,0,0,0
Colorado,Denver,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,50,20,0,0,,,,,,,,,,,,,,0,0,0,0,0
Texas,Parker,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,100,30,0,0,,,,,,,,,,,,,,50,20,0,0,1
North Dakota,Cass,2 to 4 years,Single,Open the whole time,10,2,0,0,,,,,,,,,,,,,,100,30,0,0,1
Texas,Harris,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,150,51,0,4,,,,,,,,,,,,,,0,0,0,0,0
California ,Contra Costa ,1 to 2 years,Single,Closed for a portion,4,1,0,0,,,,,,,,,,,,,,0,0,0,0,0
California,Contra Costa,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,5,1,0,0,,,,,,,,,,,,,,4,1,0,0,1
New Mexico ,Bernalillo ,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,10,3,0,0,,,,,,,,,,,,,,0,0,0,0,0
Colorado,Jefferson ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,7,12,0,0,,,,,,,,,,,,,,10,3,0,0,1
Colorado ,Adams,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,40,18,0,0,,,,,,,,,,,,,,0,0,0,0,0
Wisconsin ,Outagamie ,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,8,1,0,0,,,,,,,,,,,,,,40,18,0,0,1
Texas,travis,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,115,20,0,0,,,,,,,,,,,,,,8,1,0,0,1
Pennsylvania,Erie,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years",Single,Closed for a portion,4,1,0,0,,,,,,,,,,,,,,0,0,0,0,0
California,San Francisco,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,2,2,0,0,,,,,,,,,,,,,,4,1,0,0,1
North Carolina ,Union,2 to 4 years,Single,Open the whole time,15,1,0,0,,,,,,,,,,,,,,2,2,0,0,1
Texas ,Fort Bend ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,20,3,0,0,,,,,,,,,,,,,,15,1,0,0,1
Virginia,Arlington ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Open the whole time,15,4,0,2,,,,,,,,,,,,,,20,3,0,0,1
Texas,Floyd,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,15,5,0,0,,,,,,,,,,,,,,15,4,0,2,1
Georgia ,Ben Hill,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,10,10,0,0,,,,,,,,,,,,,,15,5,0,0,1
Tennessee,Davidson,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,45,2,0,0,,,,,,,,,,,,,,0,0,0,0,0
California,San Mateo,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,16,30,0,1,,,,,,,,,,,,,,0,0,0,0,0
Alaska,Psg-Wrg Census area,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Closed for a portion,35,9,0,0,,,,,,,,,,,,,,0,0,0,0,0
New York,Tompkins ,"1 to 2 years, 2 to 4 years",Single,Open the whole time,10,4,0,0,,,,,,,,,,,,,,35,9,0,0,1
California ,Los Angeles,"2 to 4 years, 5 to 10 years",Single,Open the whole time,19,3,0,0,,,,,,,,,,,,,,10,4,0,0,1
Texas,Harris,"2 to 4 years, 5 to 10 years",Single,Open the whole time,5,1,0,0,,,,,,,,,,,,,,19,3,0,0,1
Minnesota,Kanabec,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,5,0,0,0,,,,,,,,,,,,,,5,1,0,0,1
Texas,smith,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,10,2,0,0,,,,,,,,,,,,,,5,0,0,0,1
Oregon ,Lane,"2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,10,2,0,0,,,,,,,,,,,,,,0,0,0,0,0
California,San Francisco,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years",Single,Open the whole time,3,2,0,0,,,,,,,,,,,,,,10,2,0,0,1
California,San Mateo,"2 to 4 years, 5 to 10 years, Over 10",Multiple,Closed for a portion,40,14,0,0,,,,,,,,,,,,,,0,0,0,0,0
Washington,King,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Open the whole time,25,15,0,0,,,,,,,,,,,,,,,,,,
Texas,Nueces,"2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,40,10,0,0,,,,,,,,,,,,,,,,,,
Texas,Dallas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,35,18,0,0,,,,,,,,,,,,,,,,,,
West Virginia ,Putnam,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,30,20,1,1,,,,,,,,,,,,,,,,,,
Illinois,Will,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,15,12,0,0,,,,,,,,,,,,,,,,,,
Alabama,Jefferson,"5 to 10 years, Over 10",Multiple,Open the whole time,80,30,0,0,,,,,,,,,,,,,,,,,,
Wisconsin ,Dane,"2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,20,25,0,0,,,,,,,,,,,,,,,,,,
Nebraska ,Douglas ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Closed for a portion,400,80,0,0,,,,,,,,,,,,,,,,,,
Washington ,Walla Walla,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,5,1,0,0,,,,,,,,,,,,,,,,,,
Nevada,Douglas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,22,11,0,0,,,,,,,,,,,,,,,,,,
Georgia,USA,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,10,3,0,0,,,,,,,,,,,,,,,,,,
Texas,Henderson ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,60,11,0,0,,,,,,,,,,,,,,,,,,
Missori,St. Louis,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,30,14,0,0,,,,,,,,,,,,,,,,,,
California,Contra costa,"1 to 2 years, 2 to 4 years",Multiple,Closed for a portion,50,15,0,0,,,,,,,,,,,,,,,,,,
Florida,Pinellas,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,32,1,0,0,,,,,,,,,,,,,,,,,,
Oregon ,Multnomah,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,18,9,0,0,,,,,,,,,,,,,,,,,,
Colorado,Denver,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,50,20,0,0,,,,,,,,,,,,,,,,,,
Texas,Parker,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,100,30,0,0,,,,,,,,,,,,,,,,,,
North Dakota,Cass,2 to 4 years,Single,Open the whole time,10,2,0,0,,,,,,,,,,,,,,,,,,
Texas,Harris,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,150,51,0,4,,,,,,,,,,,,,,,,,,
California ,Contra Costa County ,1 to 2 years,Single,Closed for a portion,4,1,0,0,,,,,,,,,,,,,,,,,,
California,Contra Costa,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,5,1,0,0,,,,,,,,,,,,,,,,,,
New Mexico ,Bernalillo ,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,10,3,0,0,,,,,,,,,,,,,,,,,,
Colorado,Jefferson ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,7,12,0,0,,,,,,,,,,,,,,,,,,
Colorado ,Adams,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,40,18,0,0,,,,,,,,,,,,,,,,,,
Texas,Webb,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,44,15,0,1,,,,,,,,,,,,,,,,,,
Pennsylvania,Montgomery ,1 to 2 years,Multiple,Closed for a portion,0,0,0,0,,,,,,,,,,,,,,,,,,
Tennessee ,Shelby ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,12,3,0,0,,,,,,,,,,,,,,,,,,
Oklahoma,Cleveland,2 to 4 years,Single,Closed for a portion,8,2,0,0,,,,,,,,,,,,,,,,,,
New Jersey ,Bergen ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Closed for a portion,0,0,0,0,,,,,,,,,,,,,,,,,,
MN,Goodhue,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,7,2,0,0,,,,,,,,,,,,,,,,,,
Oregon,Washington,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,3,0,0,0,,,,,,,,,,,,,,,,,,
california,riverside,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,4,2,0,0,,,,,,,,,,,,,,,,,,
Maryland,Prince George's,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,4,1,0,0,,,,,,,,,,,,,,,,,,
Washington,Pierce,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,12,2,0,0,,,,,,,,,,,,,,,,,,
Nebraska ,Douglas ,1 to 2 years,Multiple,Open the whole time,3,4,0,0,,,,,,,,,,,,,,,,,,
Michigan,Van Buren,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,35,5,0,0,,,,,,,,,,,,,,,,,,
Maryland ,Montgomery ,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,2,1,0,0,,,,,,,,,,,,,,,,,,
Michigan ,Washtenaw ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,35,13,0,0,,,,,,,,,,,,,,,,,,
Maryland,Prince George's,"6 weeks - 6 months, 5 to 10 years",Multiple,Open the whole time,8,2,0,0,,,,,,,,,,,,,,,,,,
Florida,Miami-dade,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,10,5,0,0,,,,,,,,,,,,,,,,,,
California,Solano,"2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,2,1,0,0,,,,,,,,,,,,,,,,,,
California ,Orange,"1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,75,15,0,0,,,,,,,,,,,,,,,,,,
California ,,2 to 4 years,Multiple,Open the whole time,10,10,0,0,,,,,,,,,,,,,,,,,,
Maryland ,Carroll,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,7,2,0,0,,,,,,,,,,,,,,,,,,
Texas,Nuece,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,3,0,0,0,,,,,,,,,,,,,,,,,,
